arduino_ms,emg_raw,label
2,-54,bad
4,-31,bad
6,18,bad
8,38,bad
10,72,bad
12,1,bad
14,-40,bad
16,-71,bad
18,40,bad
20,31,bad
22,-20,bad
24,-71,bad
26,-24,bad
28,98,bad
30,-7,bad
33,-96,bad
35,-98,bad
37,-42,bad
39,19,bad
41,36,bad
43,30,bad
45,-10,bad
47,-14,bad
49,34,bad
51,-6,bad
53,-40,bad
55,-18,bad
57,-11,bad
59,20,bad
61,13,bad
63,-11,bad
65,-9,bad
67,3,bad
69,2,bad
71,13,bad
73,-7,bad
75,-20,bad
77,-22,bad
79,-2,bad
81,19,bad
83,-15,bad
85,-39,bad
87,-3,bad
89,24,bad
91,-8,bad
93,-9,bad
95,-16,bad
97,-22,bad
99,-2,bad
101,-7,bad
103,-6,bad
105,5,bad
107,-6,bad
109,-9,bad
111,1,bad
113,-6,bad
115,-8,bad
118,2,bad
120,-9,bad
122,-2,bad
124,13,bad
126,10,bad
128,-7,bad
130,-24,bad
132,-2,bad
134,-21,bad
136,-12,bad
138,8,bad
140,9,bad
142,2,bad
144,-11,bad
146,-9,bad
148,-1,bad
150,-4,bad
152,-8,bad
154,-12,bad
156,-6,bad
158,-14,bad
161,-6,bad
163,-3,bad
165,4,bad
167,-8,bad
169,-12,bad
171,-11,bad
173,-17,bad
175,-11,bad
177,-1,bad
179,0,bad
181,4,bad
183,-2,bad
185,-1,bad
187,-6,bad
189,-8,bad
191,-8,bad
193,-12,bad
195,-13,bad
197,0,bad
199,-3,bad
201,-10,bad
203,-10,bad
205,0,bad
207,7,bad
209,-5,bad
211,-6,bad
213,0,bad
215,4,bad
217,5,bad
219,3,bad
221,-3,bad
223,-9,bad
225,-10,bad
227,-9,bad
229,-7,bad
231,-10,bad
233,-1,bad
235,2,bad
237,-1,bad
239,0,bad
241,0,bad
243,-3,bad
246,-13,bad
248,-7,bad
250,-5,bad
252,-19,bad
254,-15,bad
256,9,bad
258,20,bad
260,4,bad
262,-6,bad
264,-1,bad
266,0,bad
268,-3,bad
270,0,bad
272,-1,bad
274,-2,bad
276,-5,bad
278,-4,bad
280,-3,bad
282,-7,bad
284,-10,bad
286,-15,bad
289,-6,bad
291,5,bad
293,9,bad
295,6,bad
297,0,bad
299,-3,bad
301,-5,bad
303,-4,bad
305,-4,bad
307,-2,bad
309,-3,bad
311,-4,bad
313,-4,bad
315,-17,bad
317,-7,bad
319,11,bad
321,7,bad
323,2,bad
325,6,bad
327,3,bad
329,-1,bad
331,-3,bad
333,-3,bad
335,-5,bad
337,-6,bad
339,-4,bad
341,-1,bad
343,-2,bad
345,-2,bad
347,-2,bad
349,-2,bad
351,-2,bad
353,-2,bad
355,-2,bad
357,-1,bad
359,-1,bad
361,0,bad
363,0,bad
365,-2,bad
367,0,bad
369,0,bad
371,0,bad
374,0,bad
376,0,bad
378,-1,bad
380,-13,bad
382,-11,bad
384,4,bad
386,11,bad
388,8,bad
