arduino_ms,emg_raw,label
2,-114,good
4,-38,good
7,127,good
9,135,good
11,-24,good
13,-94,good
15,-101,good
17,-23,good
19,104,good
21,63,good
23,-77,good
25,-132,good
27,-81,good
29,7,good
31,182,good
33,213,good
35,-24,good
37,-192,good
39,-191,good
41,-68,good
43,0,good
45,36,good
47,105,good
50,42,good
52,-40,good
54,-68,good
56,-34,good
58,0,good
60,13,good
62,77,good
64,44,good
66,19,good
68,-32,good
70,-66,good
72,-52,good
74,2,good
76,108,good
78,46,good
80,22,good
82,-59,good
84,-63,good
86,-40,good
88,22,good
90,-11,good
92,-53,good
94,-75,good
96,-34,good
98,152,good
100,140,good
102,-49,good
104,-155,good
106,-100,good
108,-9,good
110,-20,good
112,-18,good
114,-3,good
116,35,good
118,24,good
120,39,good
122,17,good
124,-33,good
126,-42,good
128,89,good
130,41,good
132,-32,good
135,-82,good
137,-66,good
139,23,good
141,54,good
143,56,good
145,66,good
147,-43,good
149,-99,good
151,-74,good
153,57,good
155,66,good
157,-53,good
159,-67,good
161,-62,good
163,11,good
165,32,good
167,5,good
169,24,good
171,72,good
173,-9,good
175,-64,good
178,-50,good
180,18,good
182,-11,good
184,-77,good
186,-68,good
188,-13,good
190,34,good
192,140,good
194,171,good
196,-14,good
198,-142,good
200,-66,good
202,-56,good
204,-59,good
206,-39,good
208,2,good
210,42,good
212,71,good
214,56,good
216,41,good
218,-64,good
220,-84,good
222,-77,good
224,-39,good
226,57,good
228,39,good
230,21,good
232,9,good
234,-10,good
236,-38,good
238,-44,good
240,9,good
242,-19,good
244,-19,good
246,-22,good
248,45,good
250,140,good
252,99,good
254,-66,good
256,-173,good
258,-146,good
260,-30,good
263,4,good
265,17,good
267,15,good
269,10,good
271,0,good
273,3,good
275,2,good
277,13,good
279,-2,good
281,49,good
283,93,good
285,0,good
287,-44,good
289,-75,good
291,-49,good
293,-34,good
295,-3,good
297,57,good
299,24,good
301,-25,good
303,-35,good
306,12,good
308,-36,good
310,-60,good
312,-27,good
314,7,good
316,-12,good
318,-5,good
320,13,good
322,46,good
324,11,good
326,156,good
328,63,good
330,-73,good
332,-160,good
334,-85,good
336,-25,good
338,5,good
340,20,good
342,10,good
344,-6,good
346,-2,good
348,4,good
350,30,good
352,151,good
354,21,good
356,-97,good
358,-114,good
360,-14,good
362,-37,good
364,-43,good
366,-32,good
368,37,good
370,24,good
372,-10,good
374,-2,good
376,7,good
378,-8,good
380,-13,good
382,-7,good
384,-1,good
386,-5,good
388,-6,good
391,8,good
393,10,good
395,41,good
397,11,good
399,-20,good
401,-34,good
403,-42,good
405,-32,good
407,-14,good
409,52,good
411,116,good
413,9,good
415,-46,good
417,-66,good
419,-26,good
421,-55,good
423,-42,good
425,-32,good
427,-12,good
429,29,good
431,95,good
434,15,good
436,-56,good
438,-34,good
440,-26,good
442,-20,good
444,-22,good
446,-5,good
448,0,good
450,0,good
452,-7,good
454,-12,good
456,-7,good
458,0,good
460,36,good
462,78,good
464,15,good
466,-42,good
468,-61,good
470,-36,good
472,62,good
474,70,good
476,15,good
478,-57,good
480,-93,good
482,-30,good
484,-16,good
486,-1,good
488,44,good
490,47,good
492,-9,good
494,-39,good
496,-36,good
498,-18,good
500,75,good
502,42,good
504,-32,good
506,-53,good
508,-52,good
510,-27,good
512,-19,good
514,5,good
516,50,good
519,71,good
521,29,good
523,-51,good
525,-57,good
527,-31,good
529,-23,good
531,-11,good
533,13,good
535,87,good
537,-4,good
539,-54,good
541,-51,good
543,-24,good
545,19,good
547,64,good
549,82,good
551,-22,good
553,-91,good
555,-89,good
557,-25,good
559,-4,good
562,-1,good
564,-2,good
566,-1,good
568,4,good
570,23,good
572,27,good
574,-8,good
576,8,good
578,25,good
580,78,good
582,-6,good
584,-58,good
586,-77,good
588,-59,good
590,-23,good
592,-5,good
594,72,good
596,155,good
598,30,good
600,-72,good
602,-109,good
604,-92,good
606,-57,good
608,-22,good
610,45,good
612,37,good
614,-28,good
616,-54,good
618,-24,good
620,1,good
622,0,good
624,1,good
626,4,good
628,1,good
630,-2,good
632,2,good
634,17,good
636,-14,good
638,-34,good
640,-19,good
642,0,good
644,1,good
647,4,good
649,-2,good
651,4,good
653,8,good
655,9,good
657,24,good
659,-3,good
661,-10,good
663,-32,good
665,-32,good
667,-25,good
669,-14,good
671,11,good
673,105,good
675,10,good
677,-34,good
679,-48,good
681,-43,good
683,-43,good
685,-40,good
687,-18,good
690,-12,good
692,-1,good
694,11,good
696,22,good
698,12,good
700,7,good
702,-3,good
704,3,good
706,-5,good
708,-20,good
710,-30,good
712,-18,good
714,-8,good
716,-9,good
718,-4,good
720,10,good
722,26,good
724,18,good
726,11,good
728,9,good
730,28,good
732,29,good
734,4,good
736,-18,good
738,-40,good
740,-34,good
742,-42,good
744,-30,good
746,-23,good
748,-8,good
750,33,good
752,14,good
754,-4,good
756,-26,good
