arduino_ms,emg_raw,label
2,-9,good
4,-38,good
6,-13,good
8,-9,good
10,2,good
12,53,good
14,-30,good
16,-41,good
18,5,good
20,23,good
22,20,good
24,25,good
26,8,good
28,-54,good
30,-20,good
32,-37,good
34,-55,good
36,-133,good
38,25,good
40,164,good
42,88,good
44,-11,good
46,-69,good
48,-86,good
50,-87,good
52,22,good
54,115,good
56,64,good
58,20,good
60,-16,good
62,-11,good
64,-3,good
67,-17,good
69,-34,good
71,-66,good
73,-69,good
75,-1,good
77,19,good
79,39,good
81,-25,good
83,19,good
85,23,good
87,-48,good
89,21,good
91,-33,good
93,-92,good
95,-99,good
97,46,good
99,134,good
101,69,good
103,-6,good
105,-12,good
107,-27,good
110,-26,good
112,-30,good
114,-19,good
116,-8,good
118,56,good
120,46,good
122,-51,good
124,-67,good
126,-6,good
128,-38,good
130,58,good
132,47,good
134,-9,good
136,-79,good
138,-14,good
140,-45,good
142,11,good
144,-3,good
146,32,good
148,55,good
150,9,good
152,12,good
154,-28,good
156,-22,good
158,28,good
160,-35,good
162,-9,good
164,10,good
166,-32,good
168,-56,good
170,-12,good
172,12,good
174,36,good
176,-39,good
178,-17,good
180,14,good
182,-17,good
184,-33,good
186,28,good
188,-5,good
190,-68,good
192,23,good
195,49,good
197,40,good
199,35,good
201,-9,good
203,-71,good
205,-88,good
207,-2,good
209,13,good
211,20,good
213,5,good
215,-29,good
217,-5,good
219,14,good
221,-14,good
223,-55,good
225,21,good
227,73,good
229,16,good
231,-65,good
233,-6,good
235,12,good
238,-8,good
240,-23,good
242,-15,good
244,26,good
246,-38,good
248,-6,good
250,12,good
252,-17,good
254,-11,good
256,27,good
258,-51,good
260,-15,good
262,5,good
264,3,good
266,10,good
268,-44,good
270,2,good
272,27,good
274,11,good
276,6,good
278,29,good
280,-3,good
282,-35,good
284,-26,good
286,-18,good
288,-52,good
290,-31,good
292,27,good
294,15,good
296,-44,good
298,-17,good
300,75,good
302,43,good
304,-55,good
306,-117,good
308,-22,good
310,58,good
312,108,good
314,37,good
316,-23,good
318,-107,good
320,-28,good
323,45,good
325,-40,good
327,-107,good
329,43,good
331,89,good
333,57,good
335,-3,good
337,-54,good
339,-126,good
341,-81,good
343,7,good
345,59,good
347,43,good
349,-4,good
351,52,good
353,23,good
355,17,good
357,-7,good
359,-19,good
361,-1,good
363,7,good
366,-5,good
368,-97,good
370,-70,good
372,6,good
374,19,good
376,36,good
378,83,good
380,30,good
382,-36,good
384,-56,good
386,-62,good
388,-9,good
390,-35,good
392,29,good
394,41,good
396,-19,good
398,-125,good
400,-41,good
402,87,good
404,94,good
406,26,good
408,-9,good
410,-27,good
412,-35,good
414,23,good
416,-26,good
418,-46,good
420,7,good
422,-40,good
424,-38,good
426,61,good
428,49,good
430,-85,good
432,-1,good
434,17,good
436,-48,good
438,66,good
440,78,good
442,-18,good
444,-66,good
446,-29,good
448,49,good
451,39,good
453,-8,good
455,-30,good
457,-82,good
459,-72,good
461,-22,good
463,65,good
465,54,good
467,-85,good
469,-79,good
471,24,good
473,108,good
475,20,good
477,-119,good
479,57,good
481,51,good
483,33,good
485,14,good
487,-43,good
489,-75,good
491,11,good
494,33,good
496,6,good
498,-35,good
500,-7,good
502,-38,good
504,-2,good
506,0,good
508,-8,good
510,-34,good
512,-109,good
514,54,good
516,102,good
518,42,good
520,3,good
522,-18,good
524,-51,good
526,-17,good
528,36,good
530,-7,good
532,-114,good
534,-72,good
536,9,good
538,73,good
540,22,good
542,25,good
544,27,good
546,-22,good
548,-27,good
550,1,good
552,-14,good
554,-30,good
556,11,good
558,11,good
560,7,good
562,-12,good
564,-18,good
566,-14,good
568,-31,good
570,-8,good
572,-34,good
574,0,good
576,35,good
579,-49,good
581,-33,good
583,40,good
585,25,good
587,26,good
589,15,good
591,-46,good
593,-93,good
595,18,good
597,69,good
599,30,good
601,4,good
603,-57,good
605,-36,good
607,21,good
609,10,good
611,-1,good
613,-48,good
615,-24,good
617,13,good
619,-21,good
622,27,good
624,-13,good
626,-25,good
628,12,good
630,18,good
632,2,good
634,-10,good
636,-68,good
638,-61,good
640,55,good
642,61,good
644,18,good
646,7,good
648,-6,good
650,-51,good
652,-55,good
654,1,good
656,38,good
658,-3,good
660,-144,good
662,-18,good
664,65,good
666,83,good
668,15,good
670,21,good
672,14,good
674,-12,good
676,-9,good
678,-36,good
680,-24,good
682,14,good
684,-11,good
686,-43,good
688,-29,good
690,-8,good
692,22,good
694,22,good
696,4,good
698,-13,good
700,-13,good
702,-6,good
704,-6,good
707,-33,good
709,-22,good
711,24,good
713,31,good
715,15,good
717,-1,good
719,-8,good
721,-11,good
723,-11,good
725,-22,good
727,-4,good
729,-5,good
731,-16,good
733,-32,good
735,-37,good
737,-2,good
739,2,good
741,27,good
743,21,good
745,-4,good
747,-18,good
750,-13,good
752,8,good
754,7,good
756,-26,good
758,-18,good
760,-1,good
762,-31,good
764,-14,good
766,40,good
768,27,good
770,3,good
772,-4,good
774,-9,good
776,-9,good
778,-10,good
780,-10,good
782,-10,good
784,-14,good
786,-13,good
788,-5,good
790,-4,good
792,-2,good
794,-3,good
796,-4,good
798,-7,good
800,-6,good
802,-5,good
804,-6,good
806,-6,good
808,-9,good
810,-10,good
812,-12,good
814,-10,good
816,2,good
818,-6,good
820,-9,good
822,7,good
824,4,good
826,-4,good
828,-6,good
830,-11,good
832,-9,good
835,-6,good
