arduino_ms,emg_raw,label
2,-59,bad
4,-63,bad
6,-33,bad
8,37,bad
10,20,bad
12,-36,bad
14,-13,bad
16,-6,bad
18,71,bad
20,113,bad
22,55,bad
24,-92,bad
26,-153,bad
28,-132,bad
30,-49,bad
32,30,bad
34,101,bad
36,41,bad
38,-33,bad
40,-56,bad
42,-32,bad
44,-24,bad
46,29,bad
49,92,bad
51,13,bad
53,-26,bad
55,-40,bad
57,-24,bad
59,27,bad
61,37,bad
63,-14,bad
65,-62,bad
67,-47,bad
69,-6,bad
71,28,bad
73,82,bad
75,17,bad
77,-40,bad
79,-77,bad
81,16,bad
83,96,bad
85,48,bad
87,-83,bad
89,-114,bad
92,-63,bad
94,-28,bad
96,-12,bad
98,5,bad
100,16,bad
102,6,bad
104,9,bad
106,9,bad
108,-3,bad
110,-13,bad
112,-8,bad
114,19,bad
116,74,bad
118,63,bad
120,60,bad
122,29,bad
124,-87,bad
126,-106,bad
128,-80,bad
130,-37,bad
132,-18,bad
134,-11,bad
136,17,bad
138,29,bad
140,8,bad
142,1,bad
144,5,bad
146,38,bad
148,-9,bad
150,-42,bad
152,-42,bad
154,-28,bad
156,-7,bad
158,8,bad
160,32,bad
162,11,bad
164,-6,bad
166,-27,bad
168,-23,bad
170,-13,bad
172,-8,bad
174,-9,bad
177,-2,bad
179,-3,bad
181,-2,bad
183,-2,bad
185,3,bad
187,2,bad
189,8,bad
191,64,bad
193,62,bad
195,-13,bad
197,-85,bad
199,-37,bad
201,-7,bad
203,-24,bad
205,-43,bad
207,-30,bad
209,-6,bad
211,5,bad
213,-4,bad
215,2,bad
217,40,bad
220,4,bad
222,-19,bad
224,-31,bad
226,-25,bad
228,-29,bad
230,57,bad
232,116,bad
234,5,bad
236,-89,bad
238,-92,bad
240,-40,bad
242,-8,bad
244,3,bad
246,2,bad
248,3,bad
250,-1,bad
252,-2,bad
254,32,bad
256,23,bad
258,-17,bad
260,-43,bad
262,-45,bad
264,-14,bad
266,22,bad
268,-2,bad
270,-16,bad
272,-21,bad
274,-4,bad
276,6,bad
278,20,bad
280,15,bad
282,-10,bad
284,-17,bad
286,24,bad
288,85,bad
290,45,bad
292,-26,bad
294,-79,bad
296,-74,bad
298,-45,bad
300,-21,bad
302,-18,bad
305,-12,bad
307,0,bad
309,13,bad
311,20,bad
313,0,bad
315,-11,bad
317,-15,bad
319,-13,bad
321,-4,bad
323,-7,bad
325,2,bad
327,28,bad
329,13,bad
331,-11,bad
333,-23,bad
335,-17,bad
337,-3,bad
339,2,bad
341,0,bad
343,18,bad
345,-13,bad
348,-33,bad
350,-20,bad
352,-14,bad
354,7,bad
356,1,bad
358,-11,bad
360,-1,bad
362,-3,bad
364,37,bad
366,82,bad
368,16,bad
370,-39,bad
372,-67,bad
374,-64,bad
376,-36,bad
378,-16,bad
380,-12,bad
382,-7,bad
384,-2,bad
386,1,bad
388,5,bad
390,5,bad
392,31,bad
394,12,bad
396,-13,bad
398,-12,bad
400,-12,bad
402,-3,bad
404,-16,bad
406,-4,bad
408,11,bad
410,6,bad
412,-8,bad
414,-25,bad
416,-22,bad
418,-18,bad
420,-11,bad
422,4,bad
424,1,bad
426,-2,bad
428,-3,bad
430,-8,bad
433,2,bad
435,15,bad
437,17,bad
439,4,bad
441,-14,bad
443,-22,bad
445,-24,bad
447,-15,bad
449,10,bad
451,12,bad
453,-5,bad
455,-20,bad
457,-32,bad
459,-18,bad
461,-11,bad
463,-6,bad
465,3,bad
467,11,bad
469,4,bad
471,-9,bad
473,-12,bad
476,-11,bad
478,9,bad
480,13,bad
482,-3,bad
484,6,bad
486,-4,bad
488,-29,bad
490,-21,bad
492,-13,bad
494,-17,bad
496,-9,bad
498,0,bad
500,8,bad
502,13,bad
504,-6,bad
506,-25,bad
508,-1,bad
510,12,bad
512,1,bad
514,-7,bad
516,-17,bad
518,-17,bad
520,-15,bad
522,-6,bad
524,-6,bad
526,-7,bad
528,-9,bad
530,-12,bad
532,-8,bad
534,-6,bad
536,-2,bad
538,1,bad
540,-1,bad
542,2,bad
544,4,bad
546,-4,bad
548,-9,bad
550,-6,bad
552,-5,bad
554,-7,bad
556,-10,bad
558,-4,bad
561,-3,bad
563,-6,bad
565,-1,bad
567,0,bad
569,3,bad
571,3,bad
573,-2,bad
575,-5,bad
577,2,bad
579,-36,bad
581,-9,bad
583,15,bad
585,11,bad
587,7,bad
589,-1,bad
591,-7,bad
593,-40,bad
595,-22,bad
597,16,bad
599,17,bad
601,11,bad
604,-3,bad
606,-13,bad
608,-7,bad
610,1,bad
612,-1,bad
614,-4,bad
616,-5,bad
618,-4,bad
620,-4,bad
622,-4,bad
624,-6,bad
626,-7,bad
628,-7,bad
630,-8,bad
632,-5,bad
634,-6,bad
636,-4,bad
638,-2,bad
640,-6,bad
642,-8,bad
644,2,bad
646,-4,bad
648,-35,bad
650,-2,bad
652,25,bad
654,28,bad
656,16,bad
658,-1,bad
660,-8,bad
662,-10,bad
664,-8,bad
666,-14,bad
668,-28,bad
670,-12,bad
672,4,bad
674,8,bad
676,6,bad
678,-2,bad
680,-4,bad
682,-4,bad
684,-4,bad
686,-5,bad
689,-6,bad
691,-7,bad
693,-6,bad
695,-5,bad
697,-5,bad
699,-3,bad
701,-3,bad
703,-2,bad
705,-1,bad
707,-6,bad
709,-5,bad
711,-7,bad
713,-8,bad
715,-5,bad
717,1,bad
719,7,bad
721,5,bad
723,-6,bad
725,-12,bad
727,-1,bad
729,3,bad
732,3,bad
734,3,bad
736,-2,bad
738,-25,bad
740,-16,bad
742,-9,bad
744,9,bad
746,18,bad
748,16,bad
750,7,bad
752,-2,bad
754,-11,bad
756,-18,bad
758,-39,bad
760,-12,bad
762,16,bad
764,32,bad
766,24,bad
768,8,bad
770,-3,bad
772,-8,bad
774,-9,bad
776,-9,bad
778,-10,bad
780,-11,bad
782,-7,bad
784,-7,bad
786,-9,bad
788,-8,bad
790,-6,bad
792,-8,bad
794,-7,bad
796,-9,bad
798,-5,bad
800,-4,bad
802,-4,bad
804,-4,bad
806,-4,bad
808,-4,bad
810,-4,bad
812,-6,bad
814,-2,bad
817,-2,bad
819,-2,bad
821,-2,bad
823,-1,bad
825,-2,bad
