arduino_ms,emg_raw,label
2,5,good
4,-5,good
6,21,good
8,40,good
10,24,good
12,-88,good
14,-24,good
16,2,good
18,2,good
20,-4,good
22,-36,good
24,-9,good
26,4,good
28,11,good
30,-3,good
32,47,good
34,42,good
36,-28,good
38,-64,good
40,-11,good
42,9,good
44,-32,good
46,-6,good
48,-1,good
50,-13,good
52,48,good
54,41,good
56,-53,good
58,-28,good
60,-43,good
62,-24,good
64,24,good
66,25,good
68,39,good
70,-37,good
72,3,good
74,-20,good
77,-56,good
79,6,good
81,41,good
83,-3,good
85,-7,good
87,-12,good
89,-31,good
91,-22,good
93,25,good
95,34,good
97,-53,good
99,-49,good
101,-6,good
103,4,good
105,37,good
107,39,good
109,11,good
111,-22,good
113,-39,good
115,-17,good
117,1,good
120,-12,good
122,41,good
124,-14,good
126,-32,good
128,-5,good
130,1,good
132,-25,good
134,-22,good
136,-19,good
138,-7,good
140,7,good
142,4,good
144,-17,good
146,-7,good
148,-11,good
150,30,good
152,9,good
154,-3,good
156,6,good
158,-20,good
160,-29,good
162,-30,good
164,-20,good
166,-13,good
168,3,good
170,24,good
172,8,good
174,-9,good
176,-19,good
178,-9,good
180,-10,good
182,1,good
184,18,good
186,-16,good
188,-2,good
190,-20,good
192,-7,good
194,14,good
196,2,good
198,-10,good
200,-22,good
202,-6,good
205,2,good
207,-1,good
209,-25,good
211,-16,good
213,0,good
215,24,good
217,16,good
219,-28,good
221,-60,good
223,-26,good
225,1,good
227,32,good
229,42,good
231,-15,good
233,-30,good
235,-24,good
237,-3,good
239,21,good
241,3,good
243,-14,good
245,-29,good
248,-1,good
250,17,good
252,2,good
254,-19,good
256,-7,good
258,-1,good
260,10,good
262,-11,good
264,-9,good
266,2,good
268,16,good
270,-4,good
272,-18,good
274,-60,good
276,-45,good
278,-40,good
280,6,good
282,28,good
284,12,good
286,1,good
288,-13,good
290,-19,good
292,-14,good
294,39,good
296,9,good
298,-4,good
300,-41,good
302,-20,good
304,23,good
306,-9,good
308,-26,good
310,3,good
312,23,good
314,3,good
316,-7,good
318,-4,good
320,5,good
322,-15,good
324,-82,good
326,-63,good
328,-56,good
330,-1,good
333,54,good
335,64,good
337,53,good
339,14,good
341,-11,good
343,-11,good
345,-24,good
347,-10,good
349,-12,good
351,-52,good
353,-59,good
355,-9,good
357,44,good
359,-46,good
361,-29,good
363,62,good
365,31,good
367,-39,good
369,-7,good
371,-51,good
373,-19,good
376,13,good
378,64,good
380,34,good
382,-33,good
384,-92,good
386,-18,good
388,7,good
390,-55,good
392,6,good
394,49,good
396,7,good
398,13,good
400,11,good
402,-43,good
404,-4,good
406,6,good
408,2,good
410,0,good
412,-2,good
414,-65,good
416,-88,good
418,-69,good
420,20,good
422,54,good
424,55,good
426,35,good
428,3,good
430,-62,good
432,-77,good
434,4,good
436,39,good
438,8,good
440,-39,good
442,-53,good
444,32,good
446,27,good
448,0,good
450,-9,good
452,-41,good
454,11,good
456,62,good
458,20,good
461,-20,good
463,-43,good
465,-46,good
467,-60,good
469,-4,good
471,10,good
473,-6,good
475,58,good
477,49,good
479,25,good
481,-28,good
483,-72,good
485,-74,good
487,-24,good
489,6,good
491,46,good
493,45,good
495,17,good
497,-85,good
499,-22,good
501,44,good
504,63,good
506,-34,good
508,-89,good
510,-34,good
512,8,good
514,11,good
516,2,good
518,10,good
520,24,good
522,-48,good
524,0,good
526,-16,good
528,-17,good
530,6,good
532,51,good
534,42,good
536,15,good
538,-95,good
540,-79,good
542,47,good
544,59,good
546,23,good
548,-18,good
550,-85,good
552,-52,good
554,18,good
556,21,good
558,-14,good
560,19,good
562,29,good
564,17,good
566,-25,good
568,-6,good
570,10,good
572,-17,good
574,-35,good
576,-63,good
578,28,good
580,64,good
582,-2,good
584,-18,good
586,21,good
589,34,good
591,-26,good
593,-84,good
595,2,good
597,65,good
599,17,good
601,-23,good
603,-71,good
605,-23,good
607,-11,good
609,-3,good
611,8,good
613,43,good
615,-2,good
617,-79,good
619,-25,good
621,45,good
623,3,good
625,13,good
627,-1,good
629,-49,good
632,-48,good
634,8,good
636,55,good
638,12,good
640,-18,good
642,27,good
644,43,good
646,42,good
648,-43,good
650,-157,good
652,-33,good
654,49,good
656,21,good
658,-17,good
660,-5,good
662,42,good
664,34,good
666,-67,good
668,-38,good
670,-1,good
672,65,good
674,59,good
676,26,good
678,-8,good
680,-45,good
682,-94,good
684,-82,good
686,34,good
688,-8,good
690,16,good
692,60,good
694,57,good
696,40,good
