arduino_ms,emg_raw,label
3,0,good
5,7,good
7,-2,good
9,30,good
11,-1,good
13,-21,good
15,-22,good
17,-23,good
19,-9,good
21,-38,good
23,-9,good
25,-1,good
27,-5,good
29,3,good
31,-26,good
33,5,good
35,27,good
37,44,good
39,-26,good
41,-30,good
43,4,good
45,-3,good
47,2,good
49,-11,good
51,-31,good
53,-3,good
55,-6,good
57,0,good
59,11,good
61,-23,good
63,-36,good
65,9,good
67,7,good
69,11,good
71,-30,good
73,-20,good
75,3,good
77,-28,good
79,-17,good
81,16,good
83,31,good
85,2,good
88,-5,good
90,-6,good
92,-10,good
94,-42,good
96,-16,good
98,-44,good
100,-14,good
102,31,good
104,30,good
106,18,good
108,3,good
110,1,good
112,-12,good
114,-18,good
116,-22,good
118,-9,good
120,-7,good
122,-9,good
124,12,good
126,22,good
128,-28,good
131,-38,good
133,-34,good
135,-25,good
137,-6,good
139,4,good
141,-3,good
143,24,good
145,20,good
147,-14,good
149,-6,good
151,-11,good
153,0,good
155,10,good
157,-4,good
159,-5,good
161,1,good
163,-5,good
165,-23,good
167,0,good
169,-19,good
171,-15,good
173,-17,good
175,-13,good
177,9,good
179,19,good
181,0,good
183,-49,good
185,-33,good
187,5,good
189,4,good
191,-2,good
193,5,good
195,6,good
197,-27,good
199,-6,good
201,3,good
203,13,good
205,16,good
207,17,good
209,-21,good
211,-43,good
213,-24,good
216,-13,good
218,21,good
220,-6,good
222,-35,good
224,-10,good
226,2,good
228,-5,good
230,20,good
232,27,good
234,28,good
236,-1,good
238,-32,good
240,-30,good
242,-38,good
244,-21,good
246,-19,good
248,37,good
250,12,good
252,-10,good
254,-7,good
256,-20,good
259,-3,good
261,8,good
263,-8,good
265,10,good
267,-25,good
269,-10,good
271,25,good
273,39,good
275,-5,good
277,-20,good
279,-32,good
281,-89,good
283,-30,good
285,-6,good
287,-28,good
289,8,good
291,61,good
293,55,good
295,13,good
297,-32,good
299,-26,good
301,-29,good
303,-7,good
305,48,good
307,-3,good
309,-86,good
311,-9,good
313,57,good
315,13,good
317,-27,good
319,2,good
321,2,good
323,7,good
325,-15,good
327,-59,good
329,-16,good
331,11,good
333,7,good
335,25,good
337,28,good
339,1,good
341,-30,good
