arduino_ms,emg_raw,label
2,-25,bad
4,47,bad
6,-30,bad
8,-63,bad
10,-24,bad
12,-4,bad
14,-19,bad
16,20,bad
18,23,bad
20,-20,bad
22,3,bad
24,17,bad
26,-19,bad
28,-44,bad
30,52,bad
32,33,bad
34,-31,bad
37,-13,bad
39,-20,bad
41,-14,bad
43,-12,bad
45,-19,bad
47,12,bad
49,-16,bad
51,-40,bad
53,1,bad
55,28,bad
57,-5,bad
59,-7,bad
61,-6,bad
63,21,bad
65,-5,bad
67,-56,bad
69,8,bad
71,-1,bad
73,-30,bad
75,-17,bad
77,3,bad
80,60,bad
82,37,bad
84,-33,bad
86,-53,bad
88,-36,bad
90,-23,bad
92,25,bad
94,32,bad
96,-20,bad
98,-29,bad
100,-5,bad
102,8,bad
104,-21,bad
106,-27,bad
108,11,bad
110,29,bad
112,-28,bad
114,-58,bad
116,1,bad
118,28,bad
120,-7,bad
122,-5,bad
124,10,bad
126,-9,bad
128,-13,bad
130,4,bad
132,-31,bad
134,-16,bad
136,0,bad
138,-7,bad
140,23,bad
142,-7,bad
144,-2,bad
146,-1,bad
148,-19,bad
150,-18,bad
152,-34,bad
154,-13,bad
156,33,bad
158,27,bad
160,1,bad
162,-73,bad
165,-18,bad
167,0,bad
169,-6,bad
171,13,bad
173,-1,bad
175,44,bad
177,1,bad
179,-18,bad
181,-19,bad
183,-46,bad
185,2,bad
187,5,bad
189,-17,bad
191,0,bad
193,-10,bad
195,-4,bad
197,-1,bad
199,7,bad
201,-9,bad
203,-20,bad
205,-41,bad
208,-2,bad
210,12,bad
212,22,bad
214,-23,bad
216,-19,bad
218,-11,bad
220,-13,bad
222,-19,bad
224,-1,bad
226,34,bad
228,23,bad
230,-7,bad
232,-17,bad
234,-3,bad
236,-35,bad
238,-46,bad
240,-3,bad
242,-14,bad
244,1,bad
246,14,bad
248,26,bad
250,-4,bad
252,-9,bad
254,-34,bad
256,3,bad
258,12,bad
260,0,bad
262,12,bad
264,-4,bad
266,-5,bad
268,-12,bad
270,-27,bad
272,-1,bad
274,2,bad
276,-7,bad
278,-5,bad
280,-12,bad
282,-6,bad
284,-20,bad
286,-12,bad
288,-25,bad
290,-4,bad
293,-13,bad
295,-11,bad
297,-30,bad
299,16,bad
301,31,bad
303,8,bad
305,-3,bad
307,-8,bad
309,-17,bad
311,-11,bad
313,-9,bad
315,-34,bad
317,-15,bad
319,14,bad
321,15,bad
323,-23,bad
325,-8,bad
327,7,bad
329,8,bad
331,19,bad
333,-1,bad
336,-36,bad
338,-21,bad
340,-36,bad
342,-3,bad
344,17,bad
346,12,bad
348,7,bad
350,-12,bad
352,-7,bad
354,-18,bad
356,-21,bad
358,-5,bad
360,-9,bad
362,-9,bad
364,-46,bad
366,-17,bad
368,7,bad
370,29,bad
372,20,bad
374,-17,bad
376,-29,bad
378,-25,bad
380,8,bad
382,14,bad
384,-6,bad
386,-14,bad
388,1,bad
390,-11,bad
392,7,bad
394,-30,bad
