arduino_ms,emg_raw,label
2,-11,bad
4,-76,bad
6,-59,bad
8,-64,bad
10,-53,bad
12,-37,bad
14,43,bad
16,106,bad
18,69,bad
20,1,bad
22,-26,bad
24,-41,bad
26,-32,bad
28,-60,bad
30,-76,bad
32,3,bad
34,50,bad
36,62,bad
38,30,bad
40,-26,bad
42,-27,bad
44,-39,bad
46,-63,bad
48,-113,bad
50,-93,bad
52,26,bad
54,96,bad
56,72,bad
58,13,bad
60,-11,bad
62,15,bad
64,15,bad
66,-17,bad
68,-158,bad
71,-58,bad
73,47,bad
75,79,bad
77,13,bad
79,-12,bad
81,-29,bad
83,-7,bad
85,3,bad
87,-11,bad
89,-2,bad
91,-30,bad
93,-57,bad
95,-53,bad
97,-20,bad
99,32,bad
101,53,bad
103,30,bad
105,-1,bad
107,-54,bad
109,-147,bad
111,-36,bad
114,59,bad
116,79,bad
118,35,bad
120,13,bad
122,1,bad
124,-14,bad
126,-18,bad
128,-31,bad
130,-24,bad
132,-8,bad
134,-13,bad
136,-3,bad
138,-2,bad
140,-4,bad
142,-1,bad
144,-8,bad
146,-21,bad
148,-26,bad
150,-8,bad
152,2,bad
154,7,bad
156,12,bad
158,-9,bad
160,-32,bad
162,-13,bad
164,-1,bad
166,5,bad
168,6,bad
170,-37,bad
172,-79,bad
174,3,bad
176,57,bad
178,46,bad
180,14,bad
182,0,bad
184,-7,bad
186,-8,bad
188,-8,bad
190,-9,bad
192,-9,bad
194,-20,bad
196,-18,bad
199,-3,bad
201,3,bad
203,1,bad
205,-4,bad
207,-5,bad
209,-6,bad
211,-8,bad
213,-7,bad
215,-1,bad
217,-1,bad
219,-19,bad
221,-23,bad
223,5,bad
225,13,bad
227,5,bad
229,-3,bad
231,-4,bad
233,-6,bad
235,-6,bad
237,-6,bad
239,-6,bad
242,-7,bad
244,-6,bad
246,-6,bad
248,-5,bad
250,-6,bad
252,-12,bad
254,-12,bad
256,-5,bad
258,-5,bad
260,-10,bad
262,-6,bad
264,1,bad
266,-11,bad
268,-64,bad
270,-47,bad
272,15,bad
274,53,bad
276,52,bad
278,15,bad
280,3,bad
282,-6,bad
284,0,bad
286,-10,bad
288,-10,bad
290,-11,bad
292,-18,bad
294,-11,bad
296,-8,bad
298,-34,bad
300,-29,bad
302,-5,bad
304,15,bad
306,20,bad
308,10,bad
310,-5,bad
312,-3,bad
314,-5,bad
316,-9,bad
318,-10,bad
320,-11,bad
322,-22,bad
324,-36,bad
327,-15,bad
329,10,bad
331,20,bad
333,10,bad
335,1,bad
337,-7,bad
339,-9,bad
341,-9,bad
343,-7,bad
345,-13,bad
347,-12,bad
349,-13,bad
351,-7,bad
353,-1,bad
355,1,bad
357,-3,bad
359,-17,bad
361,-18,bad
363,-10,bad
365,6,bad
367,12,bad
370,3,bad
372,0,bad
374,-3,bad
376,-6,bad
378,-11,bad
380,-19,bad
382,-17,bad
384,-16,bad
386,-21,bad
388,-9,bad
390,-3,bad
392,-11,bad
394,-8,bad
396,5,bad
398,14,bad
400,16,bad
402,-14,bad
404,-17,bad
406,-7,bad
408,7,bad
410,18,bad
412,23,bad
414,-26,bad
416,-48,bad
418,-37,bad
420,-3,bad
422,24,bad
424,39,bad
426,31,bad
428,6,bad
430,-2,bad
432,-4,bad
434,-8,bad
436,-6,bad
438,-8,bad
440,-12,bad
442,-12,bad
444,-11,bad
446,-23,bad
448,-23,bad
450,-15,bad
452,-6,bad
455,-1,bad
457,0,bad
459,-9,bad
461,-12,bad
463,-5,bad
465,-1,bad
467,-3,bad
469,-2,bad
471,2,bad
473,-1,bad
475,-5,bad
477,-8,bad
479,-9,bad
481,-3,bad
483,2,bad
485,-2,bad
487,-2,bad
489,-3,bad
491,-7,bad
493,-8,bad
495,-26,bad
498,-56,bad
500,-49,bad
502,-14,bad
504,23,bad
506,46,bad
508,51,bad
510,34,bad
512,10,bad
514,-5,bad
516,-11,bad
518,-12,bad
520,-13,bad
522,-12,bad
524,-11,bad
526,-9,bad
528,-14,bad
530,-20,bad
532,-17,bad
534,-22,bad
536,-21,bad
538,-17,bad
540,-5,bad
542,-3,bad
544,9,bad
546,20,bad
548,16,bad
550,9,bad
552,3,bad
554,-3,bad
556,-4,bad
558,-10,bad
560,-9,bad
562,-12,bad
564,-14,bad
566,-13,bad
568,-9,bad
570,-7,bad
572,-5,bad
574,-3,bad
576,-3,bad
